id,publisher_id,name,slug,description,created_at,active
140,1,Tales Of Suspense (1959),tales-of-suspense-1959,,2025-10-28 18:06:56,1
141,1,Eternals (1976),eternals-1976,,2025-10-28 18:06:56,1
142,1,Thor (1998),thor-1998,"Второй том саги о Могучем Торе повествуют события после кроссовера \""Шторм\"".",2025-10-28 18:06:56,1
143,1,Thunderbolts (2016),thunderbolts-2016,После события «Мстители: Противостояние» команде отступников под руководством Зимнего Солдата предстоит навести порядок во вселенной Marvel. Громовержцы – герои или злодеи? Никто не может знать наверняка.,2025-10-28 18:06:56,1
144,1,Uncanny X-Force (2010),uncanny-x-force-2010,"После событий Войны Мессии, Некроши и Второго Пришествия старая команда распалась. Остались лишь Архангел и Росомаха, которые и возглавили, в тайне даже от Циклопа, новый отряд мутантов с работой не для Людей Икс. К ним присоединились Фантомекс, Дэдпул и Псайлок. Теперь они Поразительная Сила Икс. И их первая проблема - Апокалипсис.",2025-10-28 18:06:56,1
145,1,Uncanny X-Men (1981),uncanny-x-men-1981,"Uncanny X-men – самая первая и самая популярная серия про Людей Икс. Созданные Стэном Ли и Джеком Керби, они впервые появились в комиксе “The X-Men #1” (вскоре серию переименовали в “Uncanny X-men”), выпущенном в сентябре 1963 года. Люди Икс — это мутанты, которые в результате резкого скачка эволюции были рождены со скрытыми сверхчеловеческими способностями, проявляющимися обычно в период полового созревания. Многие обычные люди (Homo sapiens) боятся и ненавидят мутантов (часто называемых Homo superior), которых часть учёных считает следующим шагом в эволюции человека, и потому рассматриваемых многими как угрозу человеческому обществу. Мутанты, использующие свои силы в преступных целях, усиливают.",2025-10-28 18:06:56,1
146,1,Venom (2011),venom-2011,"Новые приключения Флэша Томпсона в обличии одного из самых страшных злодеев Человека-Паука - Венома. За авторством сценариста Рика Ремендера и художника Тони Мура вы увидите не череду злобных разрушений неуправляемого монстра, а секретные военные операции под управлением правительства США. Получится ли у них удержать свой тотальный контроль над безумным симбиотом? Справится ли калека Флэш с ним? Это всё в новом онгоинге Marvel.",2025-10-28 18:06:56,1
147,1,Venom (2018),venom-2018,Переосмысление персонажа от великолепного Донни Кейтса! Новый ран в рамках Marvel Fresh Start расскажет вам более мрачную и взрослую историю о персонаже со времен Dark Origin...,2025-10-28 18:06:56,1
148,1,Venom: Carnage Unleashed (1995),venom-carnage-unleashed-1995,"Одна компания пытается нажиться на имени и \""подвигах\"" Кэссиди. Но тому это не по душе, и он решает вырезать предпринимателей. Веному же не нравится такая популяризация \""сына\"", и он отправляется в Нью-Йорк, чтобы отвесить своему отпрыску.",2025-10-28 18:06:56,1
149,1,Venom: Nights of Vengeance (1994),venom-nights-of-vengeance-1994,"Веном спасает бездомного, за которым вскоре приходят тяжеловооруженные наемники. Кто они такие и что им нужно, узнаете в этой зубодробительной лимитке.",2025-10-28 18:06:56,1
150,1,Venom: Space Knight (2015),venom-space-knight-2015,"Необычайные приключения нового Венома в космосе! Гонимый голосом в голове, Флэш Томпсон прилетит на любую планету, устроит эпические разрушения и всем насуёт... добра.",2025-10-28 18:06:56,1
151,1,Vote Loki (2016),vote-loki-2016,"У Локи Лафейсона для каждого человека своя личина. Для кого-то плут. Для кого-то брат. Сын. Злодей. Даже герой. За время своих мытарств по Десяти мирам Бог коварства восседал на троне Асгарда, лишался силы, умирал и возвращался к жизни.<br>Все эти приключения убедили Локи только в одном: ему на роду написана великая судьба. Нужно только выгадать момент. Улучить возможность.<br>И недаром ведь Америку называют страной возможностей.",2025-10-28 18:06:56,1
152,1,Web of Spider-Man (1985),web-of-spider-man-1985,"Ещё одна линейка Человека-Паука, в которой упор делался в основном на противников Паркера.",2025-10-28 18:06:56,1
153,1,What If? (1977),what-if-1977,"Вопрос \""что было бы, если...\"" во все времена терзал человеческий разум. Так и под этим заголовком собраны истории, где старые герои предстают в абсолютно новых ролях.",2025-10-28 18:06:56,1
154,1,What If...? (1989),what-if-1989,,2025-10-28 18:06:56,1
155,1,Wolverine (2003),wolverine-2003,"Росомаха (иначе Логан или Джеймс Хоулетт) — вымышленный персонаж, супергерой Marvel Comics. Член многих суперкоманд, включая Людей Икс и Новых Мстителей. Персонаж появился на свет в 180—181 выпуске Невероятного Халка в октябре 1974 года, созданый писателем Леном Уэном (Len Wein) и художником Джоном Ромита-старшим (John Romita Sr.) в сотрудничестве с Хербом Тримплом (Herb Trimpe). Росомаха — мутант, наделённый сверхчеловеческими способностями. Он обладает исцеляющим фактором, позволяющим ему выживать после ранений, смертельных для обычного человека, таких как: прямого удара в сердце, многочисленных огнестрельных ран, потери большой части плоти и т. д. Неуязвим для большинства ядов и болезней.",2025-10-28 18:06:56,1
156,1,Wolverine: Origins (2006),wolverine-origins-2006,"Долгие годы Росомаха был лишён воспоминаний, не знал, кто он, откуда и как стал тем, кто он есть - профессиональным убийцей, безжалостным и практически несокрушимым. Но теперь, когда память вернулась, он решительно намерен найти и покарать тех, кто ответствен за то, что с ним произошло, тех, кто долгие годы использовал его как пешку в своих играх.",2025-10-28 18:06:56,1
157,1,Wolverine Weapon X (2009),wolverine-weapon-x-2009,"Росомаха снова не сидит на месте, а вновь спасает мир! На этот раз он ведёт охоту за \""Чёрной гвардией\"" - военной организацией, которая каким-то образом получила документы давно закрытой программы \""Оружие Икс\"" и занялась созданием суперсолдат с адамантивыми скелетами, лазерными когтями и исцеляющим фактором.",2025-10-28 18:06:56,1
158,1,X-Babies (2009),x-babies-2009,"Приключения Икс-Малявок в телевселенной Моджо, где им предстоит столкнуться со старой командой \""Звёзд\"" прямиком из 80-х, новыми боссами канала, помощницей старого босса и... ещё более омоложенной версией Икс-команды? о_0",2025-10-28 18:06:56,1
159,1,X-Force: Sex &amp; Violence (2010),x-force-sex-amp-violence-2010,"Вот вы знаете, когда очень кого-то хочешь, когда до жути кого-то хочешь, когда мысли только о сексе с одной особью (особенно если это особь женского пола, а вы особь мужского), тогда ради нее можно пойти на все что угодно. Вот так вот и Росомаха, ради Домино, готов резать и убивать толпы убийц, яростно показывая свою мужскую принадлежность...",2025-10-28 18:06:56,1
160,1,Civil War II: X-Men (2016),civil-war-ii-x-men-2016,,2025-10-28 18:06:56,1
161,1,X-Men (2013),x-men-2013,"Сильные духом и прекрасные телом воительницы, телепаты, волшебницы и даже богини - \""Люди Икс\"" успели подарить нам множество по-настоящему запоминающихся женских персонажей. Когда рядом нет Чарльза Ксавье, когда Циклоп и Росомаха погрязли в дрязгах, они всегда рядом. Вдохновляют, ведут в бой, решают судьбы целых миров. Встречайте совершенно новый взгляд на мир Людей Икс. Мир, который мы видим глазами Шторм и её команды.",2025-10-28 18:06:56,1
162,1,X-Men: Legacy (2008),x-men-legacy-2008,"Продолжение тайтла \""X-men\"" после событий \""Комплекса Мессии\"". Профессор Икс выжил, и теперь пытается собрать уцелевшие части своего разума и воспоминаний, приоткрывая завесу тайны над \""пробелами\"" в них.",2025-10-28 18:06:56,1
163,1,X-Men: Manifest Destiny (2008),x-men-manifest-destiny-2008,"После событий Комплекса мессии Люди Икс перебираются в Сан-Франциско. В каждом номере вас ждёт по две истории из повседневной жизни Людей Икс на новом месте. Плюс сквозная история про разборки Айсмена и Мистик (ещё до того, как до неё добрался Логан).",2025-10-28 18:06:56,1
164,1,X-Men Origins (2008),x-men-origins-2008,"Данная серия состоит из одиночных выпусков, рассказывающих о том или ином участнике команды Люди Икс. Каждый выпуск повествует о событиях произошедших до вступления в команду мутантов. Вы узнаете о всех тяготах и невзгодах, выпавших на долю героев в их ранние годы с невообразимыми, удивительными способностями.",2025-10-28 18:06:56,1
165,1,X-Men: Worlds Apart (2008),x-men-worlds-apart-2008,"Новая серия, относящаяся к миру Людей Х, в центре которой единственная и неповторимая Шторм. Она королева Ваканды, она Икс-Мэн, она мутант, обладающая огромной силой. События происходят в неспокойное время - род мутантов вымирает, Ваканде угрожают со всех сторон, а Шторм не может определиться кто она больше - Икс-Мэн или королева? Но её раздумья прерывает вызов из Ваканды. Совершено убийство, странное по своей сути. Т\'Чалла отсутствует у себя в стране и Шторм вынуждена разобраться в случившемся.",2025-10-28 18:06:56,1
166,2,Action Comics (1938),action-comics-1938,"Старейшая серия приключений Супермена, начавшаяся еще в 1938-м году с самого первого появления Человека из стали и продолжавшаяся вплоть до 2011-го года. С 1987-го после перезапуска вселенной DC Comics «Боевые комиксы» стали одной из трех ключевых серий, в которой сюжеты были сосредоточены на командном сотрудничестве Супермена с другими героями.",2025-10-28 18:06:56,1
167,2,Action Comics (2011),action-comics-2011,Описание серии. Второй том старейшей серии DC.,2025-10-28 18:06:56,1
168,2,Aquaman (2011),aquaman-2011,"Герой из глубин морских, Аквамен, он же Артур Карри – отверженный. Будучи наполовину человеком, наполовину родом из таинственной Атлантиды, ни в том, ни в нашем мире он не находит себе место, оставаясь изгоем среди всех остальных. Но призвание его одно, и он ему предан: защищать дом. И на суше, и в воде. Чем бы ни грозила беда.",2025-10-28 18:06:56,1
169,2,Aquaman (2016),aquaman-2016,"Настали новые времена для DC вселенной, а значит и новые приключения Аквамена! Артур Карри пытается воплотить в жизнь свою мечту - сблизить Атлантиду и земной мир. Но едва ли все будет так просто, как он ожидал.",2025-10-28 18:06:56,1
170,2,Batman Black And White (1996),batman-black-and-white-1996,,2025-10-28 18:06:56,1
171,2,Batman: Black and White (1997),batman-black-and-white-1997,,2025-10-28 18:06:56,1
172,2,Aztek: The Ultimate Man (1996),aztek-the-ultimate-man-1996,"Амбициозная серия про героя нового тысячелетия от довольно именитых сценаристов: Гранта Моррисона и Марка Миллара; представляющая нам совершенно новый город во вселенной DC с совершенно новыми героями, в который, правда, знакомые нам друзья из параллельно ведомой Моррисоном Лиги Справедливости всё равно захаживали. Ацтек - специальный агент секретного общества, ниспосланный в цивилизованный мир для того, чтобы остановить угрозу вторжения тёмных богов, но правда оказывается такой, что зло, оно не в тёмных богах, а постоянно вокруг нас. И потому Ацтек, который, кстати, белый и белобрысый, становится супергероем, защищая свою новую малую родину от разного сорта злюк, которыми полнится среднестатистический американский городок.",2025-10-28 18:06:56,1
173,2,Batman and the Outsiders (2007),batman-and-the-outsiders-2007,Второй том похождений Бэтмена с командой Отщепенцев в новом рисунке и с новыми приключениями!,2025-10-28 18:06:56,1
174,2,Batman Beyond (2010),batman-beyond-2010,"Годы идут, Брюс Уэйн постарел и не может больше охранять улицы Готэма. Однако технологии развиваются, люди портятся, преступность растет и городу снова становится необходим Бэтмен. И тогда им становится школьник Терри МакГиннис, который хочет бороться с криминалом, чтобы найти убийц своего отца...",2025-10-28 18:06:56,1
175,2,Batman: Gotham Knights (2000),batman-gotham-knights-2000,"Еще одна серия про Рыцаря Готэма, в которой он опять столкнется со своими заклятыми врагами.",2025-10-28 18:06:56,1
176,2,Dark Knight Returns (1986),dark-knight-returns-1986,"В 1986 году Фрэнк Миллер написал комикс, который навсегда изменил образ Бэтмена. Его Бэтмен - пожилой миллиардер, уже давно отошедший от супергеройства, ко всему прочему еще и параноик, чья личность пострадала в результате психологической травмы в детстве. Но несмотря на старость, слабость и шизофрению, в стороне он оставаться, как и прежде, не может. И Бэтмен, уже успевший стать мифом, вновь возвращается на улицы ночного Готэма.",2025-10-28 18:06:56,1
177,2,Batman (2016),batman-2016,Третий том о приключениях Тёмного Рыцаря.,2025-10-28 18:06:56,1
178,2,Batman (1940),batman-1940,"Бэтмен – один из самых знаменитых супергероев Америки, он же один из самых первых супергероев. Придуман в 1939-м году художником Бобом Кейном и писателем Биллом Фингером. Гроза преступного мира, тёмный рыцарь Готэм-сити, он же миллиардер Брюс Уэйн, не обладает суперспособностями, но, тем не менее, держит в страхе всех преступников. Хорошо тренирован. В распоряжении имеет большой запас разнообразного оружия, исключая смертельное, бэтмобиль, бэтсамолёт и энное количество другого транспорта.Обычно работает в паре с Робином – молодым гимнастом. Также состоит в Лиге Справедливости Америки.<br>Batman: Year One - это история о том, как Брюс Уэйн стал Бэтменом. Впервые она появилась в качестве арка #404-407 в основной серии Batman. Также эта история легла в основу фильма \""Бэтмен: Начало\"".",2025-10-28 18:06:56,1
179,2,Birds of Prey (2011),birds-of-prey-2011,,2025-10-28 18:06:56,1
180,2,Black Canary (2015),black-canary-2015,Чёрная Канарейка снова в деле! И на сцене! Как это произошло и какие неприятности ждут Дину - читайте и узнаете!,2025-10-28 18:06:56,1
181,2,Booster Gold (1986),booster-gold-1986,,2025-10-28 18:06:56,1
182,2,Convergence The Flash (2015),convergence-the-flash-2015,"Готэм-Сити был заключен в купол вместе с Барри Алленом - Флэшем. Купол также поглощает сверхсилу, поэтому Барри потерял связь со спидфорсом и продолжает работать в полиции.",2025-10-28 18:06:56,1
183,2,Death of Hawkman (2016),death-of-hawkman-2016,"Как вы сами думаете, о чём повествует серия с названием \""Смерть Хоукмена\""? Конечно, о чём-то героическом, пафосном и брутальном, и именно это в серии про двух друзей, граждан враждующих народов, которые сражаются с ещё одним большим спойлером серии, появляющимся, впрочем, на обложке первого же номера, пока Лига отдыхает, и есть. Если Хоукмен и умирает, то без боя он не сдастся, будьте уверены.",2025-10-28 18:06:56,1
184,2,Deathstroke (2016),deathstroke-2016,Новая серия о самом опасном наёмном убийце в мире в рамках перезапуска Rebirth. Вас ждет много зубодробительного экшена в купе с неожиданными сюжетными поворотами!,2025-10-28 18:06:56,1
185,2,Detective Comics (1937),detective-comics-1937,"Старейшая серия о Бэтмене, в которой он собственной персоной появился лишь в 27-м номере. Одна из продолжительных серий о популярном герое, делающая свой упор в первую очередь на детективную составляющую похождений Брюса Уэйна.",2025-10-28 18:06:56,1
186,2,Doomsday Clock (2017),doomsday-clock-2017,Новая веха Перерождения началась. Часы судного дня затикали.,2025-10-28 18:06:56,1
187,2,Earth 2: Society (2015),earth-2-society-2015,,2025-10-28 18:06:56,1
188,2,Final Crisis: Rogues&#039; Revenge (2008),final-crisis-rogues039-revenge-2008,"Лимитка продолжает события \""Последнего Кризиса\"". Что ждёт банду Негодяев после самого страшного преступления в их карьере - убийства Флэша?",2025-10-28 18:06:56,1
189,2,Flash (1959),flash-1959,"Барри Аллен - Флэш под номером два. История о герое, который обрел такие же силы, как и его кумир. История о криминалисте, обладающем сверхскоростью.",2025-10-28 18:06:56,1
190,2,Flash (1987),flash-1987,"Знакомьтесь, Уолли Уэст - Флэш под номером три. Ранее он был Кид Флэшем, напарником теперь погибшего Барри Аллена. У него обычная жизнь, за исключением того, что он обладает сверхскоростью. На протяжении серии комиксов вы увидите пробуждение героя.",2025-10-28 18:06:56,1
191,2,Flash (2016),flash-2016,"Шторм Спидфорса ударил по Централ-Сити, наделив определенную часть населения суперскоростью и лишь Барри Аллен, Самый Быстрый Человек на Земле, способен обучить новых спидстеров пользоваться обретенными способностями. Вас ждут новые друзья, новые враги, новые спидстеры и хорошо обновленные старые персонажи. И в эпицентре всего, как всегда, человек, носящий красную мантию со значком молнии на груди...",2025-10-28 18:06:56,1
192,2,Green Arrow and Black Canary (2007),green-arrow-and-black-canary-2007,"Комикс, посвященный совместным приключения малоизвестного дуэта героев Зеленой Стрелы и Чёрной Канарейки.",2025-10-28 18:06:56,1
193,2,Green Lantern Corps: Edge of Oblivion (2016),green-lantern-corps-edge-of-oblivion-2016,"Корпус Зелёных Фонарей в отчаянии и замешательстве: запертые во Вселенной, предшествующей нас, они не имеют ни малейшего понятия о том, как из неё выбраться. Однако, даже в чужом краю может найтись кто-то, готовый помочь, но стоит ли доверять первому встречному, особенно если он больше тебя самого в несколько раз?",2025-10-28 18:06:56,1
194,2,Harley Quinn and Batman (2017),harley-quinn-and-batman-2017,,2025-10-28 18:06:56,1
195,2,Impulse (1995),impulse-1995,"Сама серия-самый первый том про Барта Аллена, его становление кк спидстера и его приключения. Будет много интересного, ведь пишет его Марк Уэйд, Майк Веринго, а рисует его Умберто Рамос(тогда еще все было в порядке, убедитесь сами). Сама серия-89 выпусков, но так же есть несколько аннуалок.",2025-10-28 18:06:56,1
196,2,Jonah Hex (2006),jonah-hex-2006,"На Диком Западе было много легенд. Одна из них - легенда о безжалостном охотнике за головами с половиной лица, Джоне Хексе. В те времена любой мужчина, женщина, и даже ребёнок знали, что у Джоны Хекса никогда не было друзей, зато были двое спутников. Одним из них была сама смерть. Другим же – едкий запах пороха.",2025-10-28 18:06:56,1
197,2,JLA Classified: Cold Steel (2006),jla-classified-cold-steel-2006,Ареал действия Лиги не ограничивается Землёй. Героям предстоят космические приключения. А против могущественного противника требуется не менее грозное оружие...,2025-10-28 18:06:56,1
198,2,Joker: Last Laugh (2001),joker-last-laugh-2001,"В начале двухтысячных весь мир комиксов DC всколыхнуло очередное глобальное событие. Джокер узнал, что умирает, поэтому превратил всех злодеев в округе в свои подобия, чтобы забрать с собой на тот свет как можно больше народа.",2025-10-28 18:06:56,1
199,2,Justice League of America (2006),justice-league-of-america-2006,,2025-10-28 18:06:56,1
200,2,"Kamandi, The Last Boy on Earth (1972)",kamandi-the-last-boy-on-earth-1972,"И грянула великая катастрофа! Нечто, связанное с радиацией! Многие люди остались на поверхности, но многие также и попрятались по бункерам. Но мало кто из них, из спрятавшихся, знает, что творится за пределами подземных убежищ... Каманди вынужденно выбирается на поверхность из бункера \""Команда Ди\"" после смерти его дедушки от рук мародёров. Но ждёт его вовсе не тот мир, который он знал по книжкам и другим задокументированным свидетельствам о древних временах, предшествовавших великой катастрофе. Звери тут неотличимы от людей! А люди - от зверей! Каманди такого ожидать никак не мог. Но отныне это мир, в котором его ждут множество приключений и опасных авантюр. Мир, в котором ему отныне придётся жить... и выживать!",2025-10-28 18:06:56,1
201,2,Kamandi Challenge (2017),kamandi-challenge-2017,"Совсем недавно была сотая годовщина с того дня, как великий демиург, творец, ваятель индустрии комиксов Джек Кёрби пришёл в этот мир бомжития. Это воистину важное событие, ведь не каждый день ровно сто лет назад кто-то родился (это неправда, на самом деле каждый), и, очевидно, в диси чтят своих героев, а посему один из величайших героев Кёрби, о котором никто ничего не слышал, вернулся на экраны читалок комиксов в виде эпичейшей дюжиновыпускной саги \""Испытание Каманди\"". Испытание в том, что каждый номер делала разная творческая команда, а первый, удвоенный номер делали целых две творческих команд. Подробнее про суть испытания вы можете узнать на последней странице первого же номера.",2025-10-28 18:06:56,1
202,2,Legends (1986),legends-1986,"«Легенды» — глобальное событие в мире DC, выходящее с 1986 по 1987 года, охватывающее сразу несколько серий. Г. Гордон Годфри, медийная личность, ведет кампанию против супергероев, подстрекая простых людей, и свергает легенд с их пьедестала. В мире начинает царить хаос, а тем временем Дарксайд, повелитель планеты Апоколипс, готовится захватить Землю. Смогут ли герои объединиться, вернуть в себя веру людей и дать отпор злодеям?",2025-10-28 18:06:56,1
203,2,Mister Terrific (2011),mister-terrific-2011,Некоторые называют его третьим умнейшим человеком в мире. Он - Мистер Потрясающий.,2025-10-28 18:06:56,1
204,2,New Teen Titans: The Judas Contract (1988),new-teen-titans-the-judas-contract-1988,,2025-10-28 18:06:56,1
205,2,Robin (1993),robin-1993,Сольная серия приключений неизменного напарника Бэтмена.,2025-10-28 18:06:56,1
206,2,Ronin (1983),ronin-1983,"Ronin — ограниченная серия комиксов из 6 выпусков, выпускавшаяся DC Comics с июля 1983 по август 1984 года. Серия была написана и проиллюстрированна Фрэнком Миллером, покраску комикса выполняла Линн Варли. Сюжет разворачивается в недалёком будущем в антиутопическом Нью-Йорке, куда попадает ронин.",2025-10-28 18:06:56,1
207,2,Savage Hawkman (2011),savage-hawkman-2011,"Приключения крылатого воителя во вселенной 52-х новинок DC COMICS. На земле он Картер Холл, а на деле... Собственно, именно происхождение Неистового Хоукмена, раскрытие его прошлого и ответ на такой важный вопрос, как где же на основной земле 52-х новинок живёт Хоукгёрл и ответит кусок этой серии, который будет переведён нашим сайтом.",2025-10-28 18:06:56,1
208,2,Scooby Apocalypse (2016),scooby-apocalypse-2016,,2025-10-28 18:06:56,1
209,2,Silencer (2018),silencer-2018,"Инициатива DC в создании новых персонажей во вселенной. Убийца Хонор Гуэст, отошедшая от дел и живущая обычной жизнью, вынуждена вновь вернуться за старое, чтобы помочь Талии аль Гул разобраться с «Левиафаном». Теперь ей придется искать баланс между работой убийцы и нормальной жизнью.",2025-10-28 18:06:56,1
210,2,Superboy (2011),superboy-2011,"Он - клон, созданный организацией Н.И.Г.Д.Е., чтобы стать живым оружием. Сможет ли он приспособиться к нормальной жизни?",2025-10-28 18:06:56,1
211,2,Supergirl (2005),supergirl-2005,,2025-10-28 18:06:56,1
212,2,Supergirl (2011),supergirl-2011,"Однажды на Землю упал огромный криптонитовый метеорит, а внутри оказался корабль. Из него вышла девушка - кузина Супермена. После подготовки у Бэтмена, Супермена и амазонок она стала Супергёрл!",2025-10-28 18:06:56,1
213,2,Supergirl: Being Super (2016),supergirl-being-super-2016,"Кара – обычная девочка-подросток с обычными подростковыми проблемами. Или не совсем обычная, ведь она умеет летать и обладает нечеловеческой силой. Когда на маленький городок, в котором Кара живет с родителями и друзьями, обрушивается землетрясение, ей приходится выбирать – быть как все или быть супер.",2025-10-28 18:06:56,1
214,2,Superman (1987),superman-1987,"Основная серия приключений Супермена, начавшаяся в 1987-м году после глобального перезапуска вселенной DC Comics. Молодой и не столь опытный Супермен пытается найти свое место в большом мире, попутно оберегая его от страшных угроз.",2025-10-28 18:06:56,1
215,2,Superman (2011),superman-2011,Новые приключения Человека из Стали в перезапущенной вселенной DC!,2025-10-28 18:06:56,1
216,2,Superman/Batman (2003),superman-batman-2003,"Серия о двух легендарных героях DC Comics, у которых разные методы и взгляды на жизнь, но которые тем не менее всегда были друзьями и союзниками. Супермен и Бэтмен, герои, придуманные еще в 30-х годах, не утратили популярности и в наше время, истории о них всегда удивляли и привлекали все больше новых читателей...",2025-10-28 18:06:56,1
217,2,Superman Confidential (2007),superman-confidential-2007,,2025-10-28 18:06:56,1
218,2,Teen Titans (2003),teen-titans-2003,"Писатель-суперзвезда Джефф Джонс вернул культовую серию. Полюбившиеся герои - Робин, Супербой, Чудо-Девушка, Бист-бой и многие другие - снова с вами и готовы показать злодеям, где раки зимуют!",2025-10-28 18:06:56,1
219,2,Brave and the Bold (1955),brave-and-the-bold-1955,Первое появление Лиги Справедливости.,2025-10-28 18:06:56,1
220,2,Brave and the Bold: Batman and Wonder Woman (2018),brave-and-the-bold-batman-and-wonder-woman-2018,,2025-10-28 18:06:56,1
221,2,Adventures of Superman (1987),adventures-of-superman-1987,"Несмотря на то, что серия комиксов ведет свой счет с 424-го выпуска, до 1987-го данной серии не существовало. После перезапуска вселенной DC Comics нумерация первого тома «Супермена» перешла одной из трех новых серий о Человеке из стали, рассказывающих общую историю. «Приключения Супермена» сосредоточены на более приземленных делах Супермена, на его душевных и любовных тяготах, в также борьбой с преступностью и поисках лучшего решения как своих, так и чужих проблем без применения суперсил.",2025-10-28 18:06:56,1
222,2,Odyssey of the Amazons (2017),odyssey-of-the-amazons-2017,,2025-10-28 18:06:56,1
223,2,Thrillkiller (1997),thrillkiller-1997,"Что, если Барбара Гордон будет богатой наследницей, Робин её напарником и партнёром по возмездию злодеям, а Брюс Уэйн обычным честным копом в насквозь корумпированной полиции Готэма?",2025-10-28 18:06:56,1
224,2,Wonder Woman (1987),wonder-woman-1987,"Второй волюм Чудо-Женщины, стартовавший после перезапуска DC в 1987-м и вернувший героине утраченную популярность.",2025-10-28 18:06:56,1
225,2,Wonder Woman (2016),wonder-woman-2016,"Даже несмотря на то, что история вокруг Дианы меняется, Чудо Женщина все равно должна оставаться победителем и защитником Земли.",2025-10-28 18:06:56,1
226,3,300 (1998),300-1998,"В 98-ом году Фрэнк Миллер решил наконец создать комикс о тех, кто вдохновлял его в его прошлых работах о трагических героям из Бэтмана и Син Сити — о трех сотнях спартанцев во главе с царем Леонидом. Учитывая, что весь проект создавало два человека (Фрэнк и его жена Линн Вэрли), комикс можно считать полностью авторским — никакого влияния издательств и мнения базы поклонников тут не было. Фрэнк создал в максимально экспрессивной форме свою оду мужеству и героизму тех, кто шел на смерть не ради последующей славы, но ради ценностей, от которых они не хотели отказываться.",2025-10-28 18:06:56,1
227,3,Age of Reptiles: Ancient Egyptians (2015),age-of-reptiles-ancient-egyptians-2015,"Cказ в четырёх частях про одинокого, но гордого египетского спинозавра, путешествующего по доисторической Африке Мелового Периода... в которой отнюдь не пустыни и пустоши! Автор этой чудесной истории – Рикардо Дельгадо с Коста-Рики, широко известный в узких круга аниматор Disney, из-под пера которого вышли ещё страниц тристо историй про динозавров до этой. Причём, все истории без единого слова! Это же самые настоящие неговорящие динозавры! Впрочем, что почитать всё равно в этом комиксе всё равно найдётся: Рикардо оставил вам шикарнейшие послесловия!",2025-10-28 18:06:56,1
228,3,B.P.R.D.: Hollow Earth (2002),bprd-hollow-earth-2002,"С самых давних времен существует поверье, что наша Земля на самом деле полая. И что там, глубоко в ее недрах, живет мудрая высшая раса. И вот, спецотряд Б.П.И.О. получил возможность узнать, истинны ли эти легенды. Им придется спуститься к самому центру планеты, чтобы спасти своего старого сотрудника и раскрыть тайны, существовавшие там сотни лет.",2025-10-28 18:06:56,1
229,3,Captain Midnight (2013),captain-midnight-2013,"Гениальный изобретатель Джим Олбрайт, также известный как Капитан Полночь, мог сделать мир лучше, если бы не был вырван из прошлого и выброшен в несовершенное будущее. Теперь, в этом будущем, созданном не им, он пытается понять нынешние границы добра и зла.",2025-10-28 18:06:56,1
230,3,Criminal Macabre: A Cal McDonald Mystery (2003),criminal-macabre-a-cal-mcdonald-mystery-2003,"Criminal Macabre - серия комиксов, придуманная Стивом Найлзом (30 дней ночи), и начавшаяся в 1990 году с ван-шота \""Big Head\"". Главным героем комикса является Кол МакДональд, частный детектив, расследующий загадочные и необъяснимые преступления. Кол чем-то напоминает Джона Константина (издательство DC comics). Он принимает наркотики и сотрудничает с целой сетью гулей, которые помогают ему в расследованиях. Учитывая, что полиция вообще не хочет с ним общаться и считает его, мягко говоря, странным.<br>Вначале комиксы издавались Dark Horse Comics, а позже IDW Publishing.",2025-10-28 18:06:56,1
